"","DBN","School Name","Total Enrollment","Economic Need Index","% Male","% Black","% White","% Students with Disabilities","% Poverty","GT1","GT2","GT3","GT4","GT5","GTK","GE1","GE2","GE3","GE4","GE5","GE6","GE7","GE8","GEK","ICT1","ICT2","ICT3","ICT4","ICT5","ICT6","ICT7","ICT8","ICTK","ICTGT1","ICTGT2","ICTGT3","ICTGT4","ICTGT5","ICTGTK","SC121","SC1211","SC151","SC611","SC811","middle_levels","elementary_levels","self_contained","gifted","self_contained_and_gifted","school_type","class_option","borough"
"850","26Q026","P.S. 026 Rufus King",709,0.569,0.464,0.078,0.11,0.181,0.687,0,0,0,0,0,0,3,3,3,3,3,0,0,0,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"851","26Q031","P.S. 031 Bayside",551,0.457,0.528,0.076,0.138,0.176,0.575,0,0,0,0,0,0,2,2,2,2,2,0,0,0,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"852","26Q041","P.S. 041 Crocheron",486,0.335,0.486,0.021,0.251,0.183,0.399,0,0,0,0,0,0,2,2,2,2,2,0,0,0,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,"Elementary","SC","Queens"
"853","26Q046","P.S. 046 Alley Pond",556,0.437,0.536,0.045,0.137,0.261,0.529,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,1,4,0,0,3,0,1,1,0,0,"Elementary","SC","Queens"
"854","26Q067","J.H.S. 067 Louis Pasteur",894,0.319,0.513,0.037,0.221,0.086,0.412,0,0,0,0,0,0,0,0,0,0,0,8,7,9,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,"Middle","SC","Queens"
"855","26Q074","J.H.S. 074 Nathaniel Hawthorne",1160,0.394,0.503,0.043,0.174,0.13,0.491,0,0,0,0,0,0,0,0,0,0,0,8,10,11,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,"Middle","SC","Queens"
"856","26Q094","P.S. 094 David D. Porter",328,0.419,0.515,0.043,0.168,0.155,0.5,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Queens"
"857","26Q098","P.S. 098 The Douglaston School",289,0.207,0.522,0.045,0.478,0.17,0.221,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Queens"
"858","26Q115","The James J. Ambrose School",753,0.384,0.515,0.056,0.07,0.114,0.444,2,2,2,2,2,2,1,1,1,1,1,0,0,0,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Queens"
"859","26Q133","P.S. 133 Queens",553,0.435,0.501,0.058,0.099,0.179,0.617,1,1,1,0,0,1,2,2,1,1,1,0,0,0,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Queens"
"860","26Q158","M.S. 158 Marie Curie",1059,0.44,0.534,0.048,0.166,0.129,0.57,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,"Middle","SC","Queens"
"861","26Q159","P.S. 159",678,0.416,0.475,0.003,0.218,0.143,0.51,0,0,0,0,0,0,3,3,3,3,3,0,0,0,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"862","26Q162","P.S. 162 John Golden",680,0.462,0.526,0.019,0.137,0.154,0.641,0,0,0,0,0,0,3,3,2,3,3,0,0,0,3,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Queens"
"863","26Q172","Irwin Altman Middle School 172",978,0.437,0.54,0.088,0.11,0.162,0.632,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,"Middle","SC","Queens"
"864","26Q173","P.S. 173 Fresh Meadows",948,0.445,0.526,0.017,0.256,0.15,0.586,0,0,0,0,0,0,4,3,4,4,4,0,0,0,5,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"865","26Q178","P.S./ IS 178 Holliswood",566,0.332,0.511,0.069,0.675,0.163,0.383,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"K to 8","no option","Queens"
"866","26Q186","P.S. 186 Castlewood",383,0.291,0.608,0.128,0.292,0.29,0.363,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,3,3,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"867","26Q188","P.S. 188 Kingsbury",734,0.226,0.518,0.018,0.275,0.099,0.264,2,2,2,2,2,2,1,1,1,1,1,0,0,0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Queens"
"868","26Q191","P.S. 191 Mayflower",396,0.511,0.457,0.015,0.073,0.129,0.646,0,0,0,0,0,0,2,2,2,2,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"869","26Q203","P.S. 203 Oakland Gardens",938,0.325,0.534,0.016,0.132,0.098,0.45,1,1,1,1,1,1,4,4,3,3,4,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Queens"
"870","26Q205","P.S. 205 Alexander Graham Bell",325,0.233,0.523,0.018,0.28,0.182,0.283,0,0,0,0,0,0,1,2,2,2,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Queens"
"871","26Q213","P.S. 213 The Carl Ullman School",467,0.493,0.567,0.06,0.096,0.12,0.563,0,0,0,0,0,0,2,1,2,2,1,0,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"872","26Q216","J.H.S. 216 George J. Ryan",1464,0.545,0.518,0.049,0.141,0.115,0.686,0,0,0,0,0,0,0,0,0,0,0,11,10,12,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,3,2,0,0,0,1,0,1,0,0,"Middle","SC","Queens"
"873","26Q221","P.S. 221 THE NORTH HILLS SCHOOL",628,0.267,0.54,0.027,0.182,0.131,0.411,0,0,0,0,0,0,2,3,3,2,3,0,0,0,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"874","26Q266","P.S./I.S. 266",649,0.358,0.525,0.199,0.145,0.234,0.538,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,0,0,0,1,1,1,0,0,"K to 8","SC","Queens"
"875","26Q376","P.S. 376",101,0.43,0.485,0.05,0.119,0.079,0.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gifted","no option","Queens"
"876","27Q042","P.S./M.S 042 R. Vernam",658,0.911,0.523,0.726,0.014,0.271,0.96,0,0,0,0,0,0,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,11,0,0,0,1,1,1,0,0,"K to 8","SC","Queens"
"877","27Q043","P.S. 043",901,0.87,0.478,0.579,0.049,0.219,0.917,0,0,0,0,0,0,2,2,2,3,2,2,1,1,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,7,0,0,0,1,1,1,0,0,"K to 8","SC","Queens"
"878","27Q045","P.S. 045 Clarence Witherspoon",325,0.747,0.548,0.665,0.022,0.212,0.905,0,0,0,0,0,0,1,2,1,1,1,0,0,0,2,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"879","27Q047","P.S. 047 Chris Galas",216,0.382,0.495,0.014,0.782,0.269,0.352,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,"K to 8","SC","Queens"
"880","27Q051","P.S. 051",244,0.672,0.443,0.029,0.164,0.111,0.799,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Queens"
"881","27Q053","M.S. 053 Brian Piccolo",267,0.867,0.644,0.521,0.015,0.33,0.831,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,4,0,0,0,1,0,1,0,0,"Middle","SC","Queens"
"882","27Q056","P.S. 056 Harry Eichler",387,0.691,0.499,0.047,0.124,0.202,0.822,0,0,0,0,0,0,0,3,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"883","27Q060","P.S. 060 Woodhaven",1176,0.77,0.519,0.031,0.039,0.168,0.884,0,0,0,0,0,0,5,4,5,5,5,0,0,0,6,1,2,2,3,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"884","27Q062","P. S. 62 - Chester Park School",944,0.737,0.511,0.035,0.023,0.119,0.721,0,0,0,0,0,0,4,4,4,4,5,0,0,0,6,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"885","27Q063","P.S. 063 Old South",1227,0.706,0.5,0.055,0.068,0.17,0.866,0,0,0,0,0,0,5,6,5,6,6,0,0,0,6,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"886","27Q064","P.S. 064 Joseph P. Addabbo",616,0.798,0.503,0.032,0.018,0.12,0.763,0,0,0,0,0,0,3,3,3,3,3,0,0,0,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"887","27Q065","P.S. 65 - The Raymond York Elementary School",456,0.774,0.502,0.064,0.029,0.215,0.724,0,0,0,0,0,0,2,2,2,2,2,0,0,0,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"888","27Q066","P.S. 066 Jacqueline Kennedy Onassis",494,0.678,0.52,0.053,0.101,0.275,0.87,0,0,0,0,0,0,2,2,2,2,2,0,0,0,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Queens"
"889","27Q090","P.S. 090 Horace Mann",850,0.754,0.501,0.045,0.046,0.175,0.912,0,0,0,0,0,0,3,3,4,4,3,0,0,0,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"890","27Q096","P.S. 096",306,0.714,0.516,0.212,0.042,0.105,0.856,0,0,0,0,0,0,1,2,1,2,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"891","27Q097","P.S. 097 Forest Park",720,0.745,0.522,0.022,0.058,0.175,0.883,0,0,0,0,0,0,3,3,3,3,3,0,0,0,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"892","27Q100","P.S. 100 Glen Morris",957,0.673,0.49,0.07,0.039,0.199,0.651,0,0,0,0,0,0,4,4,3,4,4,0,0,0,5,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"893","27Q104","P.S. 104 The Bays Water",689,0.855,0.544,0.456,0.045,0.212,0.811,0,0,0,0,0,0,3,3,3,2,2,0,0,0,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"894","27Q105","P.S. 105 The Bay School",815,0.937,0.523,0.628,0.015,0.317,0.888,0,0,0,0,0,0,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,2,0,0,0,0,0,0,0,9,0,0,0,1,1,1,0,0,"K to 8","SC","Queens"
"895","27Q106","Lighthouse Elementary School",211,0.934,0.521,0.607,0.024,0.327,0.943,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"896","27Q108","P.S. 108 Captain Vincent G. Fowler",1471,0.663,0.518,0.059,0.055,0.163,0.853,1,1,1,1,1,1,6,5,6,6,6,0,0,0,6,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Queens"
"897","27Q114","P.S./M.S. 114 Belle Harbor",669,0.178,0.514,0.021,0.851,0.233,0.245,0,0,0,0,0,0,2,2,2,2,1,0,1,0,3,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,"K to 8","SC","Queens"
"898","27Q123","P.S. 123",688,0.737,0.525,0.551,0.029,0.205,0.865,0,0,0,0,0,0,3,3,3,3,3,0,0,0,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"899","27Q124","P.S. 124 Osmond A Church",1229,0.687,0.523,0.2,0.03,0.124,0.641,0,0,0,0,0,0,4,4,3,5,4,5,4,4,3,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,3,2,0,0,0,1,1,1,0,0,"K to 8","SC","Queens"
"900","27Q137","M.S. 137 America's School of Heroes",1890,0.718,0.529,0.054,0.024,0.16,0.889,0,0,0,0,0,0,0,0,0,0,0,15,15,16,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,0,2,6,0,0,0,1,0,1,0,0,"Middle","SC","Queens"
"901","27Q146","P.S. 146 Howard Beach",678,0.32,0.485,0.021,0.54,0.226,0.475,0,0,0,0,0,0,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,"K to 8","SC","Queens"
"902","27Q155","P.S. 155",520,0.658,0.5,0.225,0.021,0.138,0.923,0,0,0,0,0,0,2,2,3,3,3,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"903","27Q183","P.S. 183 Dr. Richard R. Green",525,0.913,0.537,0.558,0.055,0.356,0.928,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6,0,0,0,1,1,1,0,0,"K to 8","SC","Queens"
"904","27Q197","P.S. 197 The Ocean School",498,0.886,0.546,0.454,0.046,0.245,0.96,0,0,0,0,0,0,2,2,2,1,2,0,0,0,2,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"905","27Q202","J.H.S. 202 Robert H. Goddard",1097,0.702,0.496,0.074,0.068,0.151,0.812,0,0,0,0,0,0,0,0,0,0,0,9,8,9,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,"Middle","SC","Queens"
"906","27Q207","P.S. 207 Rockwood Park",680,0.178,0.51,0.013,0.759,0.2,0.356,0,0,0,0,0,0,1,0,1,1,0,0,2,2,2,2,3,2,2,3,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,"K to 8","SC","Queens"
"907","27Q210","J.H.S. 210 Elizabeth Blackwell",1880,0.775,0.529,0.051,0.036,0.166,0.857,0,0,0,0,0,0,0,0,0,0,0,15,16,16,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,4,5,0,0,0,1,0,1,0,0,"Middle","SC","Queens"
"908","27Q223","P.S. 223 Lyndon B. Johnson",559,0.76,0.565,0.61,0.007,0.225,0.936,0,0,0,0,0,0,4,4,3,3,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"909","27Q226","J.H.S. 226 Virgil I. Grissom",916,0.711,0.516,0.382,0.019,0.209,0.91,0,0,0,0,0,0,0,0,0,0,0,8,7,8,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,1,5,0,0,0,1,0,1,0,0,"Middle","SC","Queens"
"910","27Q232","P.S. 232 Lindenwood",970,0.499,0.509,0.085,0.334,0.196,0.627,0,0,0,0,1,0,3,4,3,3,3,4,2,3,3,1,0,1,1,1,0,2,1,1,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,1,"K to 8","SC and GT","Queens"
"911","27Q253","P.S. 253",562,0.874,0.486,0.315,0.014,0.244,0.972,0,0,0,0,0,0,3,3,2,2,3,0,0,0,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"912","27Q254","P.S. 254 - The Rosa Parks School",648,0.694,0.528,0.035,0.083,0.142,0.815,0,0,0,0,0,0,2,2,2,3,3,0,0,0,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"913","27Q262","Channel View School for Research",888,0.649,0.466,0.429,0.12,0.131,0.736,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Queens"
"914","27Q273","P.S. 273",340,0.727,0.559,0.05,0.029,0.191,0.932,0,0,0,0,0,0,1,2,1,1,2,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"915","27Q282","Knowledge and Power Preparatory Academy VI",264,0.756,0.489,0.5,0.023,0.163,0.852,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Queens"
"916","27Q297","Hawtree Creek Middle School",366,0.643,0.511,0.347,0.016,0.205,0.921,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,"Middle","SC","Queens"
"917","27Q306","New York City Academy for Discovery",417,0.676,0.532,0.05,0.038,0.192,0.835,0,0,0,0,0,0,1,1,1,1,2,0,0,0,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"918","27Q309","Academy of Medical Technology: A College Board Sch",639,0.808,0.509,0.432,0.039,0.156,0.8,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Queens"
"919","27Q316","Queens Explorers Elementary School",386,0.625,0.479,0.067,0.117,0.127,0.764,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"920","27Q317","Waterside Children's Studio School",503,0.668,0.491,0.239,0.223,0.201,0.74,0,0,0,0,0,0,1,2,2,2,2,0,0,0,2,2,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"921","27Q318","Waterside School For Leadership",228,0.775,0.504,0.509,0.083,0.272,0.912,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,"Middle","SC","Queens"
"922","27Q319","Village Academy",359,0.833,0.532,0.563,0.022,0.22,0.836,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,"Middle","SC","Queens"
"923","27Q323","Scholars' Academy",1376,0.346,0.427,0.168,0.42,0.113,0.481,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Queens"
"924","27Q333","Goldie Maple Academy",428,0.706,0.463,0.699,0.021,0.072,0.797,0,0,0,0,0,0,3,2,2,2,2,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,"K to 8","SC","Queens"
"925","27Q362","Wave Preparatory Elementary School",554,0.833,0.48,0.386,0.005,0.177,0.903,0,0,0,0,0,0,2,2,1,2,2,0,0,0,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"926","27Q377","P.S. 377",141,0.571,0.589,0.099,0.064,0.156,0.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"gifted","SC","Queens"
"927","28Q008","J.H.S. 008 Richard S. Grossley",339,0.8,0.507,0.448,0.009,0.201,0.906,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,"Middle","SC","Queens"
"928","28Q040","P.S. 040 Samuel Huntington",458,0.864,0.478,0.572,0.05,0.277,0.939,0,0,0,0,0,0,2,2,2,2,2,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"929","28Q048","P.S. 048 William Wordsworth",601,0.849,0.526,0.542,0.015,0.26,0.908,0,0,0,0,0,0,2,2,2,2,1,0,0,0,3,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"930","28Q050","P.S. 050 Talfourd Lawn Elementary School",797,0.777,0.526,0.189,0.023,0.187,0.952,0,0,0,0,0,0,4,2,3,3,3,0,0,0,4,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"931","28Q054","P.S. 054 Hillside",565,0.836,0.504,0.071,0.012,0.166,0.805,0,0,0,0,0,0,2,2,3,2,2,0,0,0,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"932","28Q055","P.S. 055 Maure",513,0.725,0.495,0.08,0.018,0.185,0.832,0,0,0,0,0,0,1,2,1,2,2,0,0,0,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"933","28Q072","Catherine & Count Basie Middle School 72",375,0.76,0.528,0.685,0.021,0.288,0.821,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,3,0,0,0,1,0,1,0,0,"Middle","SC","Queens"
"934","28Q080","PS 80  The Thurgood Marshall Magnet School of Mult",523,0.635,0.486,0.845,0.011,0.241,0.782,0,0,0,0,0,0,2,1,2,2,2,0,0,0,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"935","28Q082","P.S. 082 Hammond",656,0.86,0.517,0.063,0.012,0.175,0.814,0,0,0,0,0,0,3,3,2,2,3,0,0,0,3,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"936","28Q086","P.S. Q086",944,0.831,0.494,0.078,0.043,0.176,0.798,0,0,0,0,0,0,3,3,4,4,3,0,0,0,4,1,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"937","28Q099","P.S. 099 Kew Gardens",785,0.573,0.522,0.062,0.288,0.217,0.674,0,0,0,0,0,0,3,2,3,3,3,2,0,0,4,1,2,1,1,2,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,"K to 8","SC","Queens"
"938","28Q101","P.S. 101 School in the Gardens",654,0.155,0.474,0.031,0.44,0.15,0.188,0,0,0,0,0,0,3,3,3,2,2,0,0,0,3,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"K to 8","no option","Queens"
"939","28Q117","P.S. 117 J. Keld / Briarwood School",1016,0.659,0.519,0.096,0.16,0.179,0.601,0,0,0,0,0,0,4,4,5,4,4,0,0,0,4,2,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"940","28Q121","P.S. 121 Queens",928,0.612,0.519,0.166,0.024,0.129,0.828,1,1,1,1,1,1,3,3,3,3,2,0,0,0,4,1,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Queens"
"941","28Q139","P.S. 139 Rego Park",750,0.564,0.531,0.015,0.383,0.177,0.632,0,0,0,0,0,0,3,3,3,3,4,0,0,0,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"942","28Q140","P.S. 140 Edward K Ellington",473,0.785,0.505,0.67,0.017,0.207,0.913,0,0,0,0,0,0,2,2,2,2,1,0,0,0,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
"943","28Q144","P.S. 144 Col Jeromus Remsen",893,0.211,0.53,0.012,0.357,0.135,0.219,1,1,1,1,1,1,3,3,2,2,3,0,0,0,5,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Queens"
"944","28Q157","J.H.S. 157 Stephen A. Halsey",1636,0.448,0.501,0.081,0.405,0.145,0.551,0,0,0,0,0,0,0,0,0,0,0,13,12,13,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,1,7,1,0,0,1,0,1,0,0,"Middle","SC","Queens"
"945","28Q160","P.S. 160 Walter Francis Bishop",659,0.775,0.552,0.484,0.012,0.205,0.859,0,0,0,0,0,0,3,3,2,3,3,0,0,0,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,"Elementary","SC","Queens"
