"","DBN","School Name","Total Enrollment","Economic Need Index","% Male","% Black","% White","% Students with Disabilities","% Poverty","GT1","GT2","GT3","GT4","GT5","GTK","GE1","GE2","GE3","GE4","GE5","GE6","GE7","GE8","GEK","ICT1","ICT2","ICT3","ICT4","ICT5","ICT6","ICT7","ICT8","ICTK","ICTGT1","ICTGT2","ICTGT3","ICTGT4","ICTGT5","ICTGTK","SC121","SC1211","SC151","SC611","SC811","middle_levels","elementary_levels","self_contained","gifted","self_contained_and_gifted","school_type","class_option","borough","% Attendance","% Chronically Absent","Year"
"592","18K115","P.S. 115 Daniel Mucatel School",971,0.667,0.508,0.815,0.048,0.188,0.64,1,1,1,1,1,1,3,3,3,2,3,0,0,0,3,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Brooklyn","93.5","22.8","2017-18"
"593","18K135","P.S. 135 Sheldon A. Brookner",574,0.806,0.491,0.807,0.08,0.129,0.882,0,0,0,0,0,0,2,3,4,3,3,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","92.8","25.5","2017-18"
"594","18K208","P.S. 208 Elsa Ebeling",380,0.72,0.495,0.913,0.016,0.274,0.845,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","92.2","29.3","2017-18"
"595","18K211","I.S. 211 John Wilson",522,0.707,0.521,0.868,0.019,0.259,0.841,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","92.7","23.2","2017-18"
"596","18K219","P.S. 219 Kennedy-King",534,0.834,0.5,0.85,0.021,0.251,0.801,0,0,0,0,0,0,3,3,2,1,2,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","89.7","41.5","2017-18"
"597","18K233","P.S. 233 Langston Hughes",457,0.721,0.49,0.919,0.015,0.21,0.864,0,0,0,0,0,0,2,2,1,2,2,0,0,0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","91.4","32.5","2017-18"
"598","18K235","P.S. 235 Janice Marie Knight School",1254,0.565,0.456,0.928,0.015,0.089,0.723,0,0,0,0,0,0,5,5,6,5,5,4,3,3,5,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,1,1,0,0,"K to 8","SC","Brooklyn","95.0","13.5","2017-18"
"599","18K244","P.S. 244 Richard R. Green",494,0.711,0.53,0.917,0.006,0.251,0.82,0,0,0,0,0,0,2,2,2,3,2,0,0,0,2,2,1,2,2,2,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","91.0","31.6","2017-18"
"600","18K268","P.S. 268 Emma Lazarus",383,0.819,0.478,0.909,0.023,0.164,0.872,0,0,0,0,0,0,2,1,1,1,1,0,0,0,2,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Brooklyn","91.3","31.5","2017-18"
"601","18K272","P.S. 272 Curtis Estabrook",473,0.881,0.526,0.765,0.038,0.319,0.926,0,0,0,0,0,0,2,2,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","89.0","47.3","2017-18"
"602","18K276","P.S. 276 Louis Marshall",616,0.712,0.545,0.872,0.044,0.192,0.791,0,0,0,0,0,0,3,2,3,3,2,0,0,0,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","93.1","25.8","2017-18"
"603","18K279","P.S. 279 Herman Schreiber",404,0.674,0.493,0.886,0.017,0.136,0.802,0,0,0,0,0,0,2,3,2,2,3,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","92.1","29.4","2017-18"
"604","18K285","I.S. 285 Meyer Levin",666,0.737,0.458,0.938,0.011,0.195,0.791,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","89.3","41.1","2017-18"
"605","18K366","The Science And Medicine Middle School",399,0.696,0.511,0.89,0.02,0.206,0.827,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","91.7","30.3","2017-18"
"606","18K581","East Flatbush Community Research School",131,0.825,0.511,0.878,0.038,0.275,0.931,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","94.7","14.3","2017-18"
"607","18K588","Middle School for Art and Philosophy",177,0.758,0.486,0.87,0.023,0.328,0.938,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","91.7","30.6","2017-18"
"608","18K763","Brooklyn Science and Engineering Academy",257,0.563,0.623,0.93,0.016,0.171,0.782,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","94.6","14.8","2017-18"
"609","19K007","P.S. 007 Abraham Lincoln",879,0.82,0.485,0.093,0.023,0.196,0.924,0,0,0,0,0,0,4,5,4,4,4,0,0,0,6,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","92.4","29.1","2017-18"
"610","19K013","P.S. 013 Roberto Clemente",489,0.946,0.515,0.648,0.027,0.27,0.949,0,0,0,0,0,0,2,2,2,2,2,0,0,0,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","89.6","45.9","2017-18"
"611","19K065","P.S. 065",617,0.866,0.517,0.076,0.01,0.12,0.828,0,0,0,0,0,0,3,3,3,4,3,0,0,0,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Brooklyn","92.4","26.8","2017-18"
"612","19K089","P.S. 089 Cypress Hills",457,0.87,0.499,0.031,0,0.256,0.928,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,"K to 8","SC","Brooklyn","94.1","17.6","2017-18"
"613","19K108","P.S. 108 Sal Abbracciamento",959,0.862,0.512,0.112,0.011,0.239,0.825,0,0,0,0,0,0,4,4,3,2,2,0,0,0,5,1,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","92.5","27.9","2017-18"
"614","19K149","P.S. 149 Danny Kaye",681,0.909,0.499,0.593,0.012,0.182,0.957,1,1,1,1,0,0,3,3,3,3,2,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Brooklyn","89.5","45.6","2017-18"
"615","19K158","P.S. 158 Warwick",589,0.909,0.482,0.486,0.015,0.188,0.896,0,0,0,0,0,0,4,3,3,3,2,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,5,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","90.2","43.1","2017-18"
"616","19K159","P.S. 159 Isaac Pitkin",798,0.899,0.486,0.31,0.014,0.163,0.857,0,0,0,0,0,0,5,6,4,4,4,0,0,0,5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","91.1","35.9","2017-18"
"617","19K171","I.S. 171 Abraham Lincoln",444,0.897,0.498,0.083,0.014,0.189,0.984,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","93.2","23.9","2017-18"
"618","19K190","P.S. 190 Sheffield",185,0.913,0.476,0.773,0.016,0.168,0.973,0,0,0,0,0,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","86.7","53.1","2017-18"
"619","19K202","P.S. 202 Ernest S. Jenkyns",439,0.928,0.517,0.588,0.025,0.292,0.957,0,0,0,0,0,0,1,2,2,2,2,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","87.2","53.8","2017-18"
"620","19K213","P.S. 213 New Lots",285,0.945,0.446,0.695,0.06,0.182,0.947,0,0,0,0,0,0,2,2,1,2,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","86.1","54.1","2017-18"
"621","19K214","P.S. 214 Michael Friedsam",914,0.884,0.523,0.116,0.032,0.165,0.828,0,0,0,0,0,0,4,4,4,3,4,0,0,0,5,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","91.2","35.4","2017-18"
"622","19K218","J.H.S. 218 James P. Sinnott",409,0.932,0.511,0.357,0.022,0.249,0.944,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,3,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","87.3","50.6","2017-18"
"623","19K224","P.S. 224 Hale A. Woodruff",412,0.928,0.483,0.641,0.007,0.231,0.956,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","87.8","55.0","2017-18"
"624","19K273","P.S. 273 Wortman",371,0.89,0.461,0.768,0.011,0.272,0.865,0,0,0,0,0,0,1,2,2,2,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","88.7","47.6","2017-18"
"625","19K290","P.S. 290 Juan Morel Campos",525,0.889,0.51,0.208,0.011,0.232,0.954,0,0,0,0,0,0,3,2,2,2,2,0,0,0,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","92.9","23.4","2017-18"
"626","19K292","J.H.S. 292 Margaret S. Douglas",567,0.936,0.524,0.485,0.03,0.25,0.942,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,5,1,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","89.0","37.8","2017-18"
"627","19K306","P.S. 306 Ethan Allen",329,0.967,0.48,0.705,0.009,0.362,0.96,0,0,0,0,0,0,2,1,1,1,2,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","88.1","51.8","2017-18"
"628","19K325","The Fresh Creek School",211,0.915,0.464,0.697,0.019,0.242,0.943,0,0,0,0,0,0,1,2,1,0,2,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","89.7","42.0","2017-18"
"629","19K328","P.S. 328 Phyllis Wheatley",289,0.971,0.516,0.533,0.038,0.266,0.979,0,0,0,0,0,0,2,2,1,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","90.6","43.5","2017-18"
"630","19K345","P.S. 345 Patrolman Robert Bolden",535,0.9,0.52,0.333,0.017,0.164,0.86,0,0,0,0,0,0,3,4,3,3,3,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","90.2","40.7","2017-18"
"631","19K346","P.S. 346 Abe Stark",581,0.748,0.499,0.639,0.046,0.227,0.854,0,0,0,0,0,0,3,2,2,3,1,0,0,0,3,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4,0,1,1,0,0,"Elementary","SC","Brooklyn","92.2","26.6","2017-18"
"632","19K364","I.S. 364 Gateway",350,0.825,0.549,0.643,0.026,0.28,0.834,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","91.2","36.6","2017-18"
"633","19K404","Academy for Young Writers",546,0.803,0.394,0.701,0.011,0.203,0.842,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Brooklyn","87.7","43.8","2017-18"
"634","19K409","East New York Family Academy",496,0.816,0.504,0.629,0.008,0.242,0.873,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Brooklyn","90.7","33.7","2017-18"
"635","19K422","Spring Creek Community School",478,0.814,0.546,0.738,0.013,0.259,0.839,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Brooklyn","89.7","32.6","2017-18"
"636","19K452","Frederick Douglass Academy VIII Middle School",336,0.724,0.458,0.711,0.021,0.179,0.884,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Brooklyn","93.2","19.8","2017-18"
"637","19K557","Brooklyn Gardens Elementary School",308,0.969,0.571,0.659,0.019,0.334,0.974,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,2,1,1,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","90.5","36.2","2017-18"
"638","19K654","Van Siclen Community Middle School",297,0.917,0.552,0.707,0.04,0.347,0.96,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","88.7","41.4","2017-18"
"639","19K661","Vista Academy",431,0.844,0.466,0.239,0.021,0.197,0.979,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","92.6","24.9","2017-18"
"640","19K662","Liberty Avenue Middle School",466,0.896,0.564,0.197,0.017,0.215,0.968,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","90.5","34.6","2017-18"
"641","19K663","School of the Future Brooklyn",201,0.949,0.517,0.657,0.015,0.279,0.94,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","89.9","39.9","2017-18"
"642","19K677","East New York Elementary School of Excellence",536,0.914,0.519,0.485,0.015,0.209,0.899,0,0,0,0,0,0,3,3,2,2,2,0,0,0,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","89.3","45.0","2017-18"
"643","19K678","East New York Middle School of Excellence",253,0.902,0.49,0.577,0.02,0.277,0.905,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","91.0","38.2","2017-18"
"644","19K760","Highland Park Community School",319,0.849,0.536,0.169,0.009,0.188,0.937,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","90.7","32.7","2017-18"
"645","20K030","P.S./I.S. 30 Mary White Ovington",911,0.761,0.537,0.015,0.438,0.203,0.806,0,0,0,0,0,0,3,3,3,3,0,3,2,3,2,1,1,1,1,0,1,2,1,2,0,0,0,0,0,0,0,4,0,0,0,1,1,1,0,0,"K to 8","SC","Brooklyn","95.8","9.6","2017-18"
"646","20K048","P.S. 048 Mapleton",593,0.797,0.497,0.01,0.245,0.212,0.739,0,0,0,0,0,0,2,2,2,2,2,0,0,0,3,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","94.0","19.4","2017-18"
"647","20K062","J.H.S. 062 Ditmas",1204,0.838,0.516,0.198,0.136,0.18,0.888,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,3,3,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","94.9","12.5","2017-18"
"648","20K069","P.S. 69 Vincent D. Grippo School",785,0.924,0.507,0.003,0.041,0.113,0.972,0,0,0,0,0,0,5,4,5,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","97.7","4.7","2017-18"
"649","20K102","P.S. 102 The Bayview",1432,0.627,0.503,0.01,0.546,0.182,0.656,1,1,1,1,1,1,5,6,5,5,5,0,0,0,7,2,1,2,2,1,0,0,0,2,0,0,0,0,0,0,5,3,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Brooklyn","95.4","10.5","2017-18"
"650","20K104","P.S./I.S. 104 The Fort Hamilton School",1265,0.55,0.543,0.043,0.462,0.15,0.644,1,1,1,1,1,1,4,3,2,2,3,4,4,4,3,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,1,"K to 8","SC and GT","Brooklyn","95.1","13.3","2017-18"
"651","20K105","P.S. 105 The Blythebourne",1507,0.927,0.539,0.003,0.031,0.07,0.898,0,0,0,0,0,0,9,9,9,9,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","98.1","2.6","2017-18"
"652","20K112","P.S. 112 Lefferts Park",681,0.756,0.555,0.001,0.269,0.182,0.721,0,0,0,0,0,0,4,3,2,3,3,0,0,0,4,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","94.9","15.4","2017-18"
"653","20K127","P.S. 127 Mckinley Park",538,0.669,0.507,0.009,0.342,0.206,0.816,0,0,0,0,0,0,3,2,2,2,2,0,0,0,3,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","94.7","14.1","2017-18"
"654","20K160","P.S. 160 William T. Sampson",1274,0.92,0.535,0.006,0.038,0.129,0.87,0,0,0,0,0,0,7,7,7,6,7,0,0,0,5,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","97.8","4.1","2017-18"
"655","20K163","P.S. 163 Bath Beach",633,0.761,0.512,0.013,0.324,0.193,0.812,0,0,0,0,0,0,2,1,1,1,1,3,2,2,2,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,1,1,1,0,0,"K to 8","SC","Brooklyn","94.6","15.7","2017-18"
"656","20K164","P.S. 164 Caesar Rodney",709,0.894,0.505,0.016,0.126,0.178,0.842,1,1,1,1,1,1,3,1,1,1,2,0,0,0,5,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Brooklyn","95.9","9.6","2017-18"
"657","20K170","Ralph A. Fabrizio School",1035,0.828,0.54,0.005,0.258,0.164,0.912,0,0,0,0,0,0,5,5,5,4,4,0,0,0,5,1,1,1,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","96.3","9.2","2017-18"
"658","20K176","P.S. 176 Ovington",1334,0.799,0.509,0.006,0.115,0.108,0.87,1,0,0,1,1,0,5,7,7,7,7,0,0,0,5,2,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Brooklyn","97.3","5.5","2017-18"
"659","20K179","P.S. 179 Kensington",884,0.904,0.502,0.04,0.157,0.172,0.873,0,0,0,0,0,0,4,4,4,4,4,0,0,0,6,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","93.5","20.5","2017-18"
"660","20K180","The SEEALL Academy",1136,0.847,0.535,0.008,0.25,0.158,0.884,0,0,0,0,0,0,4,2,3,2,2,5,5,5,4,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,"K to 8","SC","Brooklyn","96.4","9.1","2017-18"
"661","20K185","P.S. 185 Walter Kassenbrock",652,0.39,0.492,0.012,0.701,0.156,0.4,0,0,0,0,0,0,4,3,2,2,3,0,0,0,4,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","95.2","10.4","2017-18"
"662","20K186","P.S. 186 Dr. Irving A Gladstone",1032,0.771,0.519,0.002,0.307,0.182,0.741,0,0,0,0,0,0,4,3,4,3,3,0,0,0,6,2,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","95.5","11.4","2017-18"
"663","20K187","The Christa McAuliffe School\I.S. 187",873,0.586,0.477,0.013,0.239,0.113,0.661,0,0,0,0,0,0,0,0,0,0,0,9,7,8,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","98.2","2.6","2017-18"
"664","20K192","P.S. 192 - The Magnet School for Math and Science",677,0.9,0.476,0.018,0.287,0.219,0.858,0,0,0,0,0,0,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"K to 8","no option","Brooklyn","93.3","23.4","2017-18"
"665","20K200","P.S. 200 Benson School",1316,0.782,0.519,0.007,0.433,0.134,0.828,1,1,1,1,1,1,6,5,5,5,5,0,0,0,8,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Brooklyn","94.1","17.3","2017-18"
"666","20K201","J.H.S. 201 The Dyker Heights",1584,0.639,0.545,0.006,0.316,0.136,0.755,0,0,0,0,0,0,0,0,0,0,0,15,13,13,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","97.2","5.6","2017-18"
"667","20K204","P.S. 204 Vince Lombardi",1178,0.652,0.523,0.003,0.274,0.15,0.772,1,1,1,1,1,0,5,4,4,5,4,0,0,0,7,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Brooklyn","96.2","8.7","2017-18"
"668","20K205","P.S. 205 Clarion",1278,0.733,0.508,0.01,0.199,0.167,0.681,1,2,2,2,2,1,7,4,5,4,4,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Brooklyn","95.9","11.7","2017-18"
"669","20K220","J.H.S. 220 John J. Pershing",1520,0.912,0.531,0.013,0.042,0.151,0.87,0,0,0,0,0,0,0,0,0,0,0,16,15,16,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","94.6","17.3","2017-18"
"670","20K223","J.H.S. 223 The Montauk",950,0.905,0.535,0.018,0.095,0.153,0.977,0,0,0,0,0,0,0,0,0,0,0,10,8,9,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,1,4,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","96.0","11.1","2017-18"
"671","20K227","J.H.S. 227 Edward B. Shallow",1506,0.849,0.544,0.005,0.127,0.139,0.928,0,0,0,0,0,0,0,0,0,0,0,14,14,12,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,1,6,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","96.1","10.2","2017-18"
"672","20K229","P.S. 229 Dyker",1249,0.505,0.507,0.014,0.259,0.149,0.607,1,1,1,1,1,1,3,2,3,3,3,3,3,3,4,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,1,"K to 8","SC and GT","Brooklyn","96.4","9.0","2017-18"
"673","20K247","P.S. 247 Brooklyn",873,0.714,0.489,0.003,0.355,0.192,0.669,0,0,0,0,0,0,2,2,3,3,3,0,0,0,4,3,3,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Brooklyn","95.5","11.2","2017-18"
"674","20K259","J.H.S. 259 William Mckinley",1852,0.741,0.536,0.012,0.336,0.12,0.808,0,0,0,0,0,0,0,0,0,0,0,17,16,15,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,3,3,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn","96.1","10.6","2017-18"
"675","20K264","P.S. 264 Bay Ridge Elementary School For The Arts",480,0.636,0.49,0.029,0.508,0.252,0.694,0,0,0,0,0,0,2,2,1,2,2,0,0,0,2,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","95.0","15.2","2017-18"
"676","20K310","The School For Future Leaders",409,0.893,0.499,0,0.061,0.117,0.951,0,0,0,0,0,0,1,1,1,3,2,0,0,0,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Brooklyn","98.0","4.8","2017-18"
"677","20K503","P.S. 503: The School of Discovery",1072,0.937,0.514,0.006,0.049,0.238,0.963,0,0,0,0,0,0,5,5,5,4,5,0,0,0,4,1,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn","94.8","14.6","2017-18"
